title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Woody plant vegetation structure,"Structure measurements, including height, canopy diameter, and stem diameter, as well as mapped position of individual woody plants",2019-08-06,National Ecological Observatory Network. 2020. Data Products. DP1.10098.001,"shrubs, productivity, canopy height, plants, saplings, plant productivity, trees, woody plants, carbon cycle, vegetation, net primary productivity (NPP), lianas, vegetation structure, biomass, production, tree height, annual net primary productivity (ANPP)",CC-0,NA,"These data are collected at all NEON terrestrial sites at which qualifying smaller woody individuals (individuals with DBH < 10 cm) are present at 10% cover or greater, or when larger individuals (individuals with DBH ≥ 10 cm) are present in 10% or more of designated plots . Functionally, sampling occurs at forested sites, and sites with shrub/scrub vegetation.",NA,NA,NA,NA,NA,NA,NA
